value_norm,Akkademia_df,CDLI_df,Cuneiml_df,Nuolenna_df,TextFabric_df,osl_df,wiki_df,oslID
an.šeš.ki,,𒀭𒋀𒆠,,𒀭𒋀𒆠,𒀭𒋀𒆠,,,
an.šid,,,,,𒀭𒋃,,,
an2,𒄒,𒄒,𒄒,,𒄒,,,
an[a,,,𒁹,,,,,
an],,,𒀭,,,,,
ana,𒁹,,𒁹,𒁹,𒁹,𒁹,,
ana2,𒀭,𒀭,𒀭,,𒀭,,,
ana3,𒀸,𒀸,,,𒀸,,,
ana₂,𒀭,,,𒀭,,𒀭,,
ana₃,𒀸,,,𒀸,,𒀸,,
anbar,𒆹,,,𒆹,,𒆹,,
anbir,,,,,𒀭𒉈,,,
andul,,,,,𒊨,,,
andulₓ,,,,,,𒊨,,
anegi,𒅎,,,𒅎,,𒅎,,
angar,𒅐,,,𒅐,,𒅐,,
angur,𒇉,,,𒇉,𒇉,𒇉,,
anig,,,,,,𒅎,,
anigi,,,,,𒅎,,,
aniku,𒈾,,,𒈾,,𒈾,,
anoveran,,,,,𒀮,,,
anoveran.an,,,,,𒀯,,,
ansze,𒀲,𒀲,𒀲,,,,,
ansze2,𒄊,𒄊,,,,,,
ansze@d,𒀲,𒀲,,,,,,
anszeₓ,𒄏,𒄏,,,,,,
anszi,𒀲,𒀲,,,,,,
anszu,𒀲,𒀲,,,,,,
anszu2,𒄊,𒄊,,,,,,
anszuₓ,𒀲𒉺,𒀲𒉺,,,,,,
anu,𒀭,,𒀭,𒀭,𒀭。𒀭𒀀𒉡,𒀭,,
anubu,𒆳,,,𒆳,𒆳,𒆳,,
anzalub,𒊮𒄀,,,𒊮𒄀,𒊮𒄀,𒊮𒄀,,
anzu,𒀭𒅎𒂂,,𒀭𒅎𒂂,𒀭𒅎𒂂,𒅎𒂂,𒀭𒅎𒂂,,
anzu2,𒀭𒅎𒈪,𒀭𒅎𒈪,𒀭𒅎𒈪,,𒅎𒈪,,,
anzud,𒀭𒅎𒂂,,,𒀭𒅎𒂂,𒅎𒂂,𒀭𒅎𒂂,,
anzud2,𒀭𒅎𒈪,𒀭𒅎𒈪,,,𒅎𒈪,,,
anzud2{mušen},,,𒀭𒅎𒈪 𒄷,,,,,
anzud{mušen},,,𒀭𒅎𒂂 𒄷,,,,,
anzud₂,𒀭𒅎𒈪,,,𒀭𒅎𒈪,,𒀭𒅎𒈪,,
anzu₂,𒀭𒅎𒈪,,,𒀭𒅎𒈪,,𒀭𒅎𒈪,,
anzuₓ,𒄷𒈪𒀭𒅎,,,𒄷𒈪𒀭𒅎,,𒀭𒄷𒈪𒅎。𒄷𒈪𒀭𒅎。𒅎。𒈪,,
anše,𒀲,,𒀲,𒀲,𒄏,𒀲,,
anše.an,,𒀲𒀭,,𒀲𒀭,𒀲𒀭,,,
anše.arad,,𒀲𒀴,,𒀲𒀴,𒀲𒀴,,,
anše.igi.dib,,𒀲𒅆𒁳,,𒀲𒅆𒁳,,,,
anše.igi.eš₂,,𒀲𒅆𒂠,,𒀲𒅆𒂠,,,,
anše.kur,,𒀲𒆳,,𒀲𒆳,,,,
anše.kur.ra,,𒀲𒆳𒊏,,𒀲𒆳𒊏,𒀲𒆳𒊏,,,
anše.libir,,,,,𒀲𒅇,,,
anše.munus,,,,,𒀲𒊩,,,
anše.nita2,,,,,𒀲𒀴,,,
anše.pa,,𒀲𒉺,,𒀲𒉺,,,,
anše.sal,,𒀲𒊩,,𒀲𒊩,,,,
anše.uš,,𒀲𒍑,,𒀲𒍑,,,,
anše2,,,,,𒄊,,,
anše?,,,𒀲,,,,,
anše@d,𒀲,,,𒀲,,,,
anše⁻,,𒀲,,𒀲,,𒀲,,
anše₂,𒄊,,,𒄊,,𒄊,,
anšeₓ,𒄏,,,𒄏,,𒀲𒉺。𒄏,,
anši,𒀲,,,𒀲,,𒀲,,
anšu,𒀲,,,𒀲,,𒀲,,
anšu2,,,,,𒄊,,,
anšu₂,𒄊,,,𒄊,,𒄊,,
anšuₓ,𒀲𒉺,,,𒀲𒉺,,𒀲𒉺,,
an₂,𒄒,,,𒄒,,,,
an₂?,,,,,,𒄒,,
anₓ,𒂦,,,𒂦,,𒁹。𒂦,,
ap,𒀊,,𒀊,𒀊,𒀊,𒀊,,
ap ep ip up,,,𒀊 𒅁 𒅁 𒌒,,,,,
ap2,𒀖,𒀖,𒀖,,𒀖,,,
ap3,𒀜,𒀜,𒀜,,𒀜,,,
apin,𒀳,,𒀳,𒀳,𒀳,𒀳,,
apina,𒀳,,,𒀳,,𒀳,,
ap₂,𒀖,,,𒀖,,𒀖,,
ap₃,𒀜,,,𒀜,,𒀜,,
aq,𒀝,,𒀝,𒀝,𒀝,𒀝,,
aq eq iq uq,,,𒀝 𒅅 𒅅 𒊌,,,,,
aqa,𒀝,,,𒀝,𒀝,𒀝,,
aq₂,,,,,,𒉘,,
ar,𒅈,,𒅈,𒅈,𒅈,𒅈,,
ar er ir ur,,,𒅈 𒅕 𒅕 𒌨,,,,,
ar ir ur,,,𒅈 𒅕 𒌨,,,,,
ar!(ri),,,𒊑,,,,,
ar(ri),,,𒊑,,,,,
ar...,𒌳,,,𒌳,,,,
ar2,𒌒,𒌒,𒌒,,𒌒,,,
ar2.ri,,,,,𒌒𒊑,,,
ar3,𒄯,𒄯,𒄯,,𒄯,,,
ar5,𒃵,𒃵,,,,,,
ar6,𒁺,𒁺,,,𒁺,,,
ara,𒊭,,,𒊭,𒊭,𒊭,,
ara2,𒌒,𒌒,𒌒,,𒌒,,,
ara3,𒄯,𒄯,𒄯,,𒄯,,,
ara4,𒌓𒁺,𒌓𒁺,,,𒌓𒁺,,,
ara5,𒄯𒄯,𒄯𒄯,,,𒄯𒄯,,,
ara6,𒁺,𒁺,,,𒁺,,,
ara7,𒌓,𒌓,,,𒌓,,,
ara8,𒅈,𒅈,,,𒅈,,,
ara9,,,,,𒆂,,,
arab,𒌓𒉣,,,𒌓𒉣,𒌓𒉣。𒌓𒉣𒄷,𒌓𒉣,,
arad,𒀴,,𒀴,𒀴,𒀴,𒀴,,
arad.anše,,𒀴𒀲,,𒀴𒀲,,,,
arad.ku,,𒀴𒆪,,𒀴𒆪,𒀴𒆪,,,
arad.ra,,𒀴𒊏,,𒀴𒊏,𒀴𒊏,,,
arad/ìr,,,𒀴 𒀴,,,,,
arad2,𒀵,𒀵,𒀵,,𒀵,,,
arad2_,,,𒀵,,,,,
arad3,𒇵,𒇵,𒇵,,𒇵,,,
aradxkur,,,,,𒀵,,,
arad×kur,,𒀵,,𒀵,,,,
arad₂,𒀵,,𒀵,𒀵,,𒀵,,
arad₃,𒇵,,,𒇵,,,,
arad₃?,,,,,,𒇵,,
aradₓ,,,,,,𒍔,,
aragub,𒁺,,,𒁺,,𒁺,,
arah3,𒃥,𒃥,,,,,,
arah4,𒂍𒍑𒁍𒁕,𒂍𒍑𒁍𒁕,,,,,,
araha,𒂍𒍑𒁍𒁕,,,𒂍𒍑𒁍𒁕,,𒂍𒍑𒁍𒁕,,
arah₃,𒃥,,,𒃥,,𒃥,,
arah₄,𒂍𒍑𒁍𒁕,,,𒂍𒍑𒁍𒁕,,𒂍𒍑𒁍𒁕,,
arahₓ,𒍑𒁍𒁕,,,𒍑𒁍𒁕,,𒂒。𒍑𒁍𒁕,,
arala,𒂍𒆳𒁁,,,𒂍𒆳𒁁,𒂍𒆳𒁁,𒂍𒆳𒁁,,
arali,𒂍𒆳𒁁,,𒂍𒆳𒁁,𒂍𒆳𒁁,𒂍𒆳𒁁,𒂍𒆳𒁁,,
araliₓ,𒌽,,,𒌽,,𒌽,,
arar,𒌓𒀕,,,𒌓𒀕,,𒌓𒀕,,
ararama,𒌓𒀕,,,𒌓𒀕,,𒌓𒀕,,
ararama2,𒌓𒀊,𒌓𒀊,,,,,,
ararama₂,𒌓𒀊,,,𒌓𒀊,,𒌓𒀊,,
ararim,𒌸,,,𒌸,𒌸,𒌸,,
ararimₓ,𒍍,,,𒍍,,𒍍,,
ararma,𒌓𒀕,,𒌓𒀕,𒌓𒀕,𒌓𒀕,𒌓𒀕,,
ararma2,𒌓𒀊,𒌓𒀊,𒌓𒀊,,𒌓𒀊,,,
ararma₂,𒌓𒀊,,,𒌓𒀊,,𒌓𒀊,,
"arat,a",𒇶,𒇶,,,,,,
arata,𒇶,,,𒇶,,𒇶,,
aratta,𒇶,,𒇶,𒇶,𒇴𒆳𒊒。𒇵𒊒,𒇶,,
aratta2,,,,,𒇵𒊒,,,
arattaₓ,,,,,,𒇴𒄱。𒇵𒊒𒁕,,
araḫ2,,,,,𒌛,,,
araḫ3,,,,,𒃥,,,
araḫ4,,,𒂍𒍑𒁍𒁕,,𒂍𒍑𒁍𒁕,,,
araṭa,𒇶,,,𒇶,,𒇶,,
ara₂,𒌒,,,𒌒,,𒌒,,
ara₃,𒄯,,,𒄯,,𒄯,,
ara₄,𒌓𒁺,,,𒌓𒁺,,𒌓𒁺,,
ara₅,𒄯𒄯,,,𒄯𒄯,,𒄯𒄯,,
ara₆,𒁺,,,𒁺,,,,
ara₆?,,,,,,𒁺,,
ara₇,𒌓,,,𒌓,,𒌓,,
ara₈,𒅈,,,𒅈,,𒅈,,
arba,𒇹,,,𒇹,,𒇹。𒐂,,
arda,𒀴,,,𒀴,𒀴,𒀴,,
argab,𒃻𒅁,,,𒃻𒅁,𒀶,𒃻𒅁,,
arhu,𒌗,,,𒌗,,,,
arhus2,𒉦,𒉦,,,,,,
arhusz,𒃣,𒃣,𒃣,,,,,
arhusz2,𒉦,𒉦,,,,,,
arhusz3,𒉦,𒉦,,,,,,
arhusz4,𒂼,𒂼,,,,,,
arhusz5,𒀉𒌉,𒀉𒌉,,,,,,
arhusz6,𒀉𒊩,𒀉𒊩,,,,,,
arhusz7,𒀉𒃣,𒀉𒃣,,,,,,
arhuszₓ,𒂑,𒂑,,,,,,
arhus₂,𒉦,,,𒉦,,𒉦,,
arhuš,𒃣,,𒃣,𒃣,,𒃣,,
arhuš2,,,𒉦,,,,,
arhuš5,,,𒀉𒌉,,,,,
arhuš6,,,𒀉𒊩,,,,,
arhuš₂,𒉦,,,𒉦,,𒉦,,
arhuš₃,𒉦,,,𒉦,,𒉥,,
arhuš₄,𒂼,,,𒂼,,,,
arhuš₄?,,,,,,𒂼,,
arhuš₅,𒀉𒌉,,,𒀉𒌉,,𒀉𒌉,,
arhuš₆,𒀉𒊩,,,𒀉𒊩,,𒀉𒊩,,
arhuš₇,𒀉𒃣,,,𒀉𒃣,,𒀉𒃣,,
arhušₓ,𒂑,𒂑,,,,None。𒂍𒊮。𒂑,,
ari,𒌵,,,𒌵,𒌵,𒌵,,
ari2,𒅂,𒅂,𒅂,,𒁁,,,
ari3,𒉺,𒉺,,,𒉺,,,
ari5,𒉺𒈨𒌋𒌋𒌋,𒉺𒈨𒌋𒌋𒌋,,,𒉺𒈨𒌍,,,
ari6,𒋧,𒋧,,,𒋧,,,
arina,𒈸𒀀𒈾,,𒈸𒀀𒈾,𒈸𒀀𒈾,𒈷,𒈸𒀀𒈾,,
arinaₓ,𒈷,,,𒈷,,None。𒀀𒈕𒈾。𒁍X。𒄿𒈕𒈾。𒈕𒈾。𒈶。𒈶𒀀𒈾。𒈷。𒈸。𒒇,,
ari₂,𒅂,,,𒅂,,𒅂,,
ari₃,𒉺,,,𒉺,,𒉺,,
ari₅,𒉺𒈨𒌋𒌋𒌋,,,𒉺𒈨𒌋𒌋𒌋,,,,
ari₅?,,,,,,𒉺𒎌,,
ari₆,𒋧,,,𒋧,,𒋧,,
ariₓ,,,,,,𒄉,,
arkab,𒃻𒅁,,,𒃻𒅁,𒀶,𒃻𒅁,,
arkab2,𒀶,𒀶,,,,,,
arkab₂,𒀶,,𒀶,𒀶,,𒀶,,
arkab₂.ib,,𒀶𒅁,,𒀶𒅁,,,,
arkabₓ,𒅁,,,𒅁,,𒀶𒅁。𒃻𒃻。𒅁。𒇬𒅁,,
armanuₓ,,,,,,𒊾,,
arrap,𒇹,,,𒇹,𒇹。𒐂,𒇹。𒐂,,
aru,𒉺,,,𒉺,𒁕𒊑。𒉺,𒉺,,
aruruₓ,,,,,,𒎏𒁃,,
arxₓ,,,,,,𒌳,,
arád,,,𒀵,,,,,
arḫuš,,,𒃣,,𒂑。𒃣,,,
arḫuš2,,,,,𒉦,,,
arḫuš3,,,,,𒉥,,,
arḫuš4,,,,,𒂼,,,
arḫuš5,,,,,𒀉𒌉,,,
arḫuš6,,,,,𒀉𒊩,,,
arḫuš7,,,,,𒀉𒂑,,,
ar₂,𒌒,,,𒌒,,𒌒,,
ar₃,𒄯,,,𒄯,,𒄯,,
ar₅,𒃵,,,𒃵,,𒃵,,
ar₆,𒁺,,,𒁺,,𒁺,,
arₓ,𒌸,,,𒌸,,𒋧。𒌸,,
as,𒊍,,𒊍,𒊍,𒊍,𒊍,,
as es is us,,,𒊍 𒄑 𒄑 𒊻,,,,,
as is us,,,𒊍 𒄑 𒊻,,,,,
"as,",𒊍,𒊍,𒊍,,,,,
"as,2",𒀾,𒀾,,,,,,
"as,3",𒀸,𒀸,,,,,,
as2,𒀾,𒀾,𒀾,,𒀾,,,
as3,𒀸,𒀸,𒀸,,𒀸,,,
as4,𒆹,𒆹,𒆹,,𒆹,,,
as4-lum,𒆹𒈝,𒆹𒈝,,,,,,
as5,𒋓,𒋓,,,𒋓,,,
as6,𒄱,𒄱,,,𒄱,,,
as;,,,𒊍,,,,,
asa,𒊍,,,𒊍,𒊍,𒊍,,
asa2,𒀾,𒀾,,,,,,
asag,𒆬𒀭,,,𒆬𒀭,,𒆬𒀭,,
asagₓ,𒃥,,,𒃥,,𒃥,,
asal,𒍂,,,𒍂,𒍂,𒍂,,
asal2,𒀀𒌅𒃮𒇺,𒀀𒌅𒃮𒇺,𒀀𒌅𒃮𒇺,,,,,
asal₂,𒀀𒌅𒃮𒇺,,,𒀀𒌅𒃮𒇺,,𒀀𒌅𒃮𒇺,,
asal₂~a,,𒀷,,𒀷,,,,
asal₃,,,,,,𒀀𒌅𒉪,,
asalₓ,𒍂,,,𒍂,,None。𒅭。𒌅𒃮𒇺。𒌅𒉪𒇺𒀀,,
asar,𒍂,,𒍂,𒍂,𒍂,𒍂,,
asar2,𒀀𒌅𒃮𒇺,𒀀𒌅𒃮𒇺,,,,,,
asara,𒍂,,,𒍂,,𒍂,,
asari,𒍂,,𒍂,𒍂,𒍂,𒍂,,
asaru,𒍂,,,𒍂,𒍂,𒍂,,
asar₂,𒀀𒌅𒃮𒇺,,,𒀀𒌅𒃮𒇺,,𒀀𒌅𒃮𒇺,,
asaŋ,,𒂍𒊺,,𒂍𒊺,,𒂍𒊺,,
asaŋₓ,,,,,,𒂒,,
asa₂,𒀾,,,𒀾,,𒀾,,
asaₓ,𒍂,,,𒍂,,𒆬𒀭。𒍂,,
asi,𒀀𒊺𒉪,,,𒀀𒊺𒉪,𒀀𒌁,𒀀𒌁,,
asil,𒂰,,𒂰,𒂰,𒂰,𒂰,,
asil3,𒂢,𒂢,𒂢,,𒂢,,,
asil4,𒂤,𒂤,,,𒂤,,,
asil5,𒂣,𒂣,,,𒂣,,,
asil6,𒂴,𒂴,,,𒂴,,,
asila,𒂰,,𒂰,𒂰,𒂰,𒂰,,
asila2,𒋆,𒋆,,,𒋆,,,
asila3,𒂢,𒂢,𒂢,,𒂢,,,
asila4,𒂤,𒂤,,,𒂤,,,
asila5,𒂣,𒂣,,,𒂣,,,
asila6,𒂴,𒂴,,,𒂴,,,
asilal,𒂰,,𒂰,𒂰,𒂰,𒂰,,
asilal2,𒋆,𒋆,,,𒋆,,,
asilal3,𒂢,𒂢,,,𒂢,,,
asilal4,𒂤,𒂤,𒂤,,𒂤,,,
asilal5,𒂣,𒂣,,,𒂣,,,
asilal6,𒂴,𒂴,,,𒂴,,,
asilal₂,𒋆,,,𒋆,,𒋆,,
asilal₃,𒂢,,,𒂢,,𒂢,,
asilal₄,𒂤,,,𒂤,,𒂤,,
asilal₅,𒂣,,,𒂣,,𒂣,,
asilal₆,𒂴,,,𒂴,,𒂴,,
asilalₓ,𒂡,,,𒂡,,None。𒂡,,
asila⁻,,𒂰,,𒂰,,𒂰,,
asila₂,𒋆,,,𒋆,,𒋆,,
asila₃,𒂢,,,𒂢,,𒂢,,
asila₄,𒂤,,,𒂤,,𒂤,,
asila₅,𒂣,,,𒂣,,𒂣,,
asila₆,𒂴,,,𒂴,,𒂴,,
asilaₓ,𒂬,,,𒂬,,None。𒂡。𒂬,,
asilla2,𒋆,𒋆,,,𒋆,,,
asillal3,𒂢,𒂢,,,,,,
asillal₃,𒂢,,,𒂢,,𒂢,,
asilla₂,𒋆,,,𒋆,,𒋆,,
asil₃,𒂢,,,𒂢,,𒂢,,
asil₄,𒂤,,,𒂤,,𒂤,,
asil₅,𒂣,,,𒂣,,𒂣,,
asil₆,𒂴,,,𒂴,,𒂴,,
asilₓ,𒂡,,,𒂡,,𒂡,,
aski,𒀸𒄱𒄄,,,𒀸𒄱𒄄,,𒀸𒄱𒄄,,
aslag,,,,,𒌆𒌓,,,
aslum,𒆹,,,𒆹,,𒆹,,
aslumₓ,𒇅,,,𒇅,,𒀀𒈝。𒇅,,
asudₓ,,,,,,𒃵,,
asz,𒀸,𒀸,𒀸,,,,,
asz-szur,𒀸𒋩,𒀸𒋩,,,,,,
asz10,𒁹,𒁹,,,,,,
asz11,𒀹,𒀹,,,,,,
asz2,𒀾,𒀾,𒀾,,,,,
asz2-gar3,𒊩𒀾𒃼,𒊩𒀾𒃼,,,,,,
asz3,𒐋,𒐋,𒐋,,,,,
asz4,𒋰𒋰𒋰,𒋰𒋰𒋰,,,,,,
asz5,𒋠𒇴𒋦,𒋠𒇴𒋦,𒋠𒇴𒋦,,,,,
asz6,𒋠𒇴,𒋠𒇴,,,,,,
asz7,𒋓,𒋓,,,,,,
asz7-gi4,𒋓𒄄,𒋓𒄄,,,,,,
asz8,𒄱,𒄱,,,,,,
asz9,𒑀,𒑀,,,,,,
asz@c,𒀸,𒀸,𒀸,,,,,
asz@t,𒀹,𒀹,,,,,,
asza,𒀸,𒀸,,,,,,
asza2,𒀾,𒀾,,,,,,
asza3,𒐋,𒐋,,,,,,
asza5,𒃷,𒃷,𒃷,,,,,
aszag,𒃷,𒃷,,,,,,
aszalₓ,𒀀𒌅𒃮𒇺,𒀀𒌅𒃮𒇺,,,,,,
aszar2,𒀀𒌅𒃮𒇺,𒀀𒌅𒃮𒇺,,,,,,
aszarid,𒅆𒁺,𒅆𒁺,,,,,,
aszaridu,𒅆𒁺,𒅆𒁺,,,,,,
aszdar,𒌋𒁯,𒌋𒁯,,,,,,
aszdar2,𒁹𒁯,𒁹𒁯,,,,,,
aszgab,𒀿,𒀿,𒀿,,,,,
aszgabgalₓ,𒃲𒀿,𒃲𒀿,,,,,,
aszgi,𒋓𒄄,𒋓𒄄,,,,,,
aszita,𒀉𒌋𒆤,𒀉𒌋𒆤,,,,,,
aszki,𒍤𒆸,𒍤𒆸,,,,,,
aszkiₓ,𒍤𒀀,𒍤𒀀,,,,,,
aszkud,𒀉𒈽,𒀉𒈽,,,,,,
aszkud2,𒀉𒈹,𒀉𒈹,,,,,,
aszkudₓ,𒀉𒍝𒈽,𒀉𒍝𒈽,,,,,,
aszlag,𒌆𒌓,𒌆𒌓,,,,,,
aszlag2,𒌆,𒌆,,,,,,
aszlag3,𒄑𒌆𒉿𒋼𒀀𒁺,𒄑𒌆𒉿𒋼𒀀𒁺,,,,,,
aszlag4,𒄑𒌆𒋼𒀀𒁺,𒄑𒌆𒋼𒀀𒁺,,,,,,
aszlag5,𒄑𒌆𒉿𒋼𒀀,𒄑𒌆𒉿𒋼𒀀,,,,,,
aszlag6,𒄑𒌆𒋼𒀀,𒄑𒌆𒋼𒀀,,,,,,
aszlag7,𒈐,𒈐,,,,,,
aszlug,𒂍𒍑𒁍𒁕,𒂍𒍑𒁍𒁕,,,,,,
asznan,𒊺𒊺𒉪,𒊺𒊺𒉪,𒊺𒊺𒉪,,,,,
asznan2,𒊺,𒊺,,,,,,
asznana,𒊺𒊺𒉪,𒊺𒊺𒉪,,,,,,
aszsza,𒀸,𒀸,,,,,,
aszsza2,𒃰𒋺,𒃰𒋺,,,,,,
aszsza3,𒐋,𒐋,,,,,,
aszszan,𒀭𒁺𒀭,𒀭𒁺𒀭,,,,,,
aszta,𒃰𒋺,𒃰𒋺,,,,,,
aszte,𒀉𒌋𒆤,𒀉𒌋𒆤,,,,,,
aszte2,𒆹,𒆹,,,,,,
aszteₓ,𒇅,𒇅,,,,,,
aszₓ,𒀊,𒀊,,,,,,
as₂,𒀾,,𒀾,𒀾,,𒀾,,
as₃,𒀸,,,𒀸,,𒀸,,
as₄,𒆹,,,𒆹,,𒆹,,
as₄-lum,𒆹𒈝,,,𒆹𒈝,,𒆹𒈝,,
as₅,𒋓,,,𒋓,,𒋓,,
as₆,𒄱,,,𒄱,,𒄱,,
asₓ,𒇅,,,𒇅,,𒇅,,
at,𒀜,,𒀜,𒀜,𒀜,𒀜,,
at et it tu,,,𒀜 𒀉 𒀉 𒌅,,,,,
"at,",𒀜,𒀜,𒀜,,,,,
"at,2",𒄉,𒄉,,,,,,
"at,u",𒌑𒄉,𒌑𒄉,,,,,,
at2,𒄉,𒄉,𒄉,,𒄉,,,
at5,,,,,𒇽𒁁。𒇿,,,
at6,𒇿,𒇿,𒇿,,𒇽𒁁。𒇿,,,
atab,,,,,,None,,
attinger,,𒂄,,𒂄,,,,
attu,,,,,𒌑𒄈,,,
atum,𒉌𒌓𒆠,,,𒉌𒌓𒆠,𒉌𒌓𒆠,𒎎𒆠,,
atumₓ,𒌓𒉌,,,𒌓𒉌,,𒌓𒉌。𒎎,,
at₂,𒄉,,,𒄉,,𒄉,,
at₆,𒇿,,,𒇿,,𒇽𒁁,,
au,𒀀𒉺𒄐𒉻𒋛𒀀,,𒀀𒉺𒄐𒉻𒋛𒀀,𒀀𒉺𒄐𒉻𒋛𒀀,,𒀀𒉺𒄐𒉻𒋛𒀀,,
aw,𒉿,,𒉿,𒉿,𒉿,𒉿,,
ax,,,𒁕,,,,,
axa,,,,,𒀀𒀁,,,
axbad,,,,,𒀂,,,
axdu6,,,,,𒀆,,,
axgan2tenû,,,,,𒀃,,,
axigi,,,,,𒀅,,,
axlagargunû,,,,,𒀆,,,
axmuš,,,,,𒀇,,,
axsag,,,,,𒀈,,,
axḫa,,,,,𒀄,,,
aya,𒀀𒀀,,,𒀀𒀀,𒀀𒀀,𒀀𒀀,,
aya2,𒀀,𒀀,𒀀,,,,,
aya2-aya2,𒀁,𒀁,,,,,,
aya3,𒌨,𒌨,,,,,,
aya4,𒆹,𒆹,,,,,,
ayayaₓ,𒀀𒀀𒀀,,,𒀀𒀀𒀀,,𒀀𒀀𒀀,,
aya₂,𒀀,,,𒀀,,𒀀,,
aya₂-aya₂,𒀁,,,𒀁,,𒀁,,
aya₃,𒌨,,,𒌨,,𒌨,,
aya₄,𒆹,,,𒆹,,𒆹,,
ayaₓ,𒌓,,,𒌓,,𒄩。𒇅。𒌓,,
aye,𒀀𒀀,,,𒀀𒀀,𒀀𒀀,𒀀𒀀,,
ayi,𒀀𒀀,,,𒀀𒀀,𒀀𒀀,𒀀𒀀,,
ayu,𒀀𒀀,,,𒀀𒀀,𒀀𒀀,𒀀𒀀,,
ayya,𒀀𒀀,,,𒀀𒀀,𒀀𒀀,𒀀𒀀,,
ayye,𒀀𒀀,,,𒀀𒀀,𒀀𒀀,𒀀𒀀,,
ayyi,𒀀𒀀,,,𒀀𒀀,𒀀𒀀,𒀀𒀀,,
ayyu,𒀀𒀀,,,𒀀𒀀,𒀀𒀀,𒀀𒀀,,
az,𒊍,,𒊍,𒊍,𒊍,𒊍,,
az ez iz uz,,,𒊍 𒄑 𒄑 𒊻,,,,,
az/aza,,,𒊍 𒊍,,,,,
az2,𒀾,𒀾,𒀾,,𒀾,,,
az3,𒀸,𒀸,,,𒀸,,,
aza,𒊍,,,𒊍,𒊍,𒊍,,
azad,𒀀𒇒𒈣𒋙𒀀,,,𒀀𒇒𒈣𒋙𒀀,𒌑𒀀𒇒𒈣𒋙𒀀,𒀀𒇒𒈣𒋙𒀀,,
azad2,𒋺,𒋺,,,𒋺,,,
azad₂,𒋺,,,𒋺,,𒋺,,
azadₓ,𒀀𒇒𒈣𒋙𒀀,,,𒀀𒇒𒈣𒋙𒀀,,None。X𒁍。X𒈨。𒀀𒇉X。𒀀𒇉𒋙。𒀀𒇒𒋙。𒌑𒀀𒇉,,
azag,𒆬𒀭,,𒆬𒀭,𒆬𒀭,𒆬𒀭,𒆬𒀭,,
azag2,𒀉𒉺,𒀉𒉺,𒀉𒉺,,𒀉𒉺,,,
azag₂,𒀉𒉺,,,𒀉𒉺,,𒀉𒉺,,
azak,𒆬𒀭,,,𒆬𒀭,,𒆬𒀭,,
azalag,𒌆𒌓,,𒌆𒌓,𒌆𒌓,𒌆𒌓,𒌆𒌓,,
azalag2,𒌆,𒌆,,,,,,
azalag3,𒄑𒌆𒉿𒋼𒀀𒁺,𒄑𒌆𒉿𒋼𒀀𒁺,,,,,,
azalag4,𒄑𒌆𒋼𒀀𒁺,𒄑𒌆𒋼𒀀𒁺,,,,,,
azalag5,𒄑𒌆𒉿𒋼𒀀,𒄑𒌆𒉿𒋼𒀀,,,,,,
azalag6,𒄑𒌆𒋼𒀀,𒄑𒌆𒋼𒀀,,,,,,
azalag7,𒈐,𒈐,,,,,,
azalag₂,𒌆,,,𒌆,,𒌆,,
azalag₃,𒄑𒌆𒉿𒋼𒀀𒁺,,,𒄑𒌆𒉿𒋼𒀀𒁺,,𒄑𒌆𒉿𒋼𒀀𒁺,,
azalag₄,𒄑𒌆𒋼𒀀𒁺,,,𒄑𒌆𒋼𒀀𒁺,,𒄑𒌆𒋼𒀀𒁺,,
azalag₅,𒄑𒌆𒉿𒋼𒀀,,,𒄑𒌆𒉿𒋼𒀀,,𒄑𒌆𒉿𒋼𒀀,,
azalag₆,𒄑𒌆𒋼𒀀,,,𒄑𒌆𒋼𒀀,,𒄑𒌆𒋼𒀀,,
azalag₇,𒈐,,,𒈐,,𒈐,,
azalₓ,𒀀𒌅𒃮𒇺,,,𒀀𒌅𒃮𒇺,,𒀀𒌅𒃮𒇺,,
aza₂,,𒆬𒀭,,𒆬𒀭,,𒆬𒀭,,
azlag,𒌆𒌓,,𒌆𒌓,𒌆𒌓,𒌆𒌓,𒌆𒌓,,
azlag2,𒌆,𒌆,𒌆,,𒌆,,,
azlag3,𒄑𒌆𒉿𒋼𒀀𒁺,𒄑𒌆𒉿𒋼𒀀𒁺,𒄑𒌆𒉿𒋼𒀀𒁺,,𒄑𒌆𒉿𒋼𒀀𒁺,,,
azlag4,𒄑𒌆𒋼𒀀𒁺,𒄑𒌆𒋼𒀀𒁺,𒄑𒌆𒋼𒀀𒁺,,𒄑𒌆𒋼𒀀𒁺,,,
azlag5,𒄑𒌆𒉿𒋼𒀀,𒄑𒌆𒉿𒋼𒀀,,,,,,
azlag6,𒄑𒌆𒋼𒀀,𒄑𒌆𒋼𒀀,,,𒄑𒌆𒋼𒀀,,,
azlag7,𒈐,𒈐,𒈐,,𒇽𒌆。𒈐,,,
azlaggalₓ,𒃲𒄑𒌆𒋼𒀀𒁺,,,𒃲𒄑𒌆𒋼𒀀𒁺,,𒃲𒄑𒌆𒋼𒀀𒁺,,
azlag₂,𒌆,,,𒌆,,𒌆,,
azlag₃,𒄑𒌆𒉿𒋼𒀀𒁺,,,𒄑𒌆𒉿𒋼𒀀𒁺,,𒄑𒌆𒉿𒋼𒀀𒁺,,
azlag₄,𒄑𒌆𒋼𒀀𒁺,,,𒄑𒌆𒋼𒀀𒁺,,𒄑𒌆𒋼𒀀𒁺,,
